12730,19421,18441,12240,9079.9,5686.5,4214.3,3520.1,3149.7,1899.5,1088.8,1077.4,751.31,301.63,300.33,74.83,131.41,77.581,41.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14998,18632,16055,9620,7549.1,5364.3,2992,2131.4,923.79,862.71,367.49,147.42,129.15,255.76,159.01,0,0,34.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13656,17670,18837,13419,9549.1,5893.4,3405.2,1619.5,1042.4,677.91,373.09,257.34,167.01,50.321,88.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15601,17868,19549,14518,11044,7767.1,4874.9,2256.7,1000.3,796.28,504.95,714.16,292.79,199.68,69.552,0,51.683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15254,15932,17629,13378,10712,7120.4,4893.7,2706.6,1998.3,1067.5,633.79,370.78,275.78,208.47,149.77,40.985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15849,14141,16651,13804,10060,7464.4,5273,3123,1328.5,869.71,781.37,305.96,348.51,65.583,95.442,83.893,0,62.472,47.184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17315,15058,15790,13241,10697,6267.1,4868.4,3499,1675.3,1128.8,848.11,674.48,478.5,355,44.045,37.838,296.81,0,0,107.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18625,13817,15205,12147,9323.9,7896.4,5987.7,3664.5,2058.6,1927.5,1474.4,1272.2,633.58,575.57,296.32,645.47,244.94,82.849,77.681,45.346,50.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17422,15213,15784,12362,9459.8,7629.1,6459.6,5265.2,3360.1,3646.4,1889.2,1911.2,970.62,1141.3,457.95,587.95,239.36,199.8,88.677,0,83.279,35.146,0,37.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16350,12260,15000,12696,10609,9274.8,8075.7,6622.2,5025,3543.3,3404.6,2631.1,2313.5,1472.1,1273.9,880.34,495.45,256.06,0,40.534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15534,13537,14661,11373,10364,8631.9,8403.2,6467.7,6258.7,4633.6,3988.9,2829.6,2424.3,1948.5,1453.2,990.88,650.38,438.34,95.863,121.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16594,14276,14583,12194,11908,10709,7892.4,6732.7,5826.7,4324.8,4186,3448.7,2677.6,2166.9,1184.5,993.15,922.71,204.06,223.03,0,0,41.745,0,0,43.749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17999,13524,13959,11736,11710,11457,10820,7617.8,5717.2,4403.2,3763.2,3589.1,2135.5,2011.5,1701.4,850.81,619.16,208.67,225.68,79.307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17529,12952,14190,11164,9797.5,10363,7865.6,7682.7,5164.9,5713,3902.2,3597.3,2490.7,2034.2,1423.7,899.63,628.42,521.49,260.15,96.933,77.744,20.628,118.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18038,13974,13723,9947.3,10519,10643,8936.8,7775.6,6655,5669.7,4101.9,3402.7,2612.7,1230.8,1519.5,724.68,1111.5,141.6,111.14,96.12,275.53,0,31.808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20215,13680,13203,11508,9996.6,9196.8,8521.4,7840.4,6938,5440.9,4558.6,3367.9,2099.5,1992.4,1358.5,854.4,654.62,429.58,190.68,109.42,44.033,43.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19977,14599,14376,10732,9552.2,9975,9139.4,8273.2,6065.6,4865.3,3831.5,2964.4,2836.8,1860.7,1265.1,1243.1,588.03,624.6,362.98,37.795,75.146,101.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
